,Call_Buy-Sell,Cmp_Name,Target_Price,Analyst_or_Cmp,Call_Time,Call_Time_normal,Call_Time_secs,Stop_Loss,From_Site
1225,Buy,Exide Industries,274,Motilal Oswal,"May 08, 2017 05:44 PM",2017-05-08 05:44:00,"May 08, 2017 05:44 PM",#N/A,MoneyControl
1226,Buy,Dewan Housing,559,Motilal Oswal,"May 08, 2017 05:42 PM",2017-05-08 05:42:00,"May 08, 2017 05:42 PM",#N/A,MoneyControl
1227,Buy,Exide Industries,270,ICICI Direct,"May 08, 2017 05:19 PM",2017-05-08 05:19:00,"May 08, 2017 05:19 PM",#N/A,MoneyControl
1228,Buy,HDFC,1750,ICICI Direct,"May 08, 2017 05:17 PM",2017-05-08 05:17:00,"May 08, 2017 05:17 PM",#N/A,MoneyControl
1229,Buy,Federal Bank on dips,#N/A,Prakash Gaba,"May 08, 2017 04:14 PM",2017-05-08 04:14:00,"May 08, 2017 04:14 PM",#N/A,MoneyControl
1230,Buy,HCC,55,Edelweiss,"May 05, 2017 04:55 PM",2017-05-05 04:55:00,"May 05, 2017 04:55 PM",#N/A,MoneyControl
1231,Buy,Supreme Industries,1268,Axis Direct,"May 05, 2017 04:45 PM",2017-05-05 04:45:00,"May 05, 2017 04:45 PM",#N/A,MoneyControl
1232,Buy,Mahindra CIE Automotive,269,Axis Direct,"May 05, 2017 04:24 PM",2017-05-05 04:24:00,"May 05, 2017 04:24 PM",#N/A,MoneyControl
1233,Buy,Hindustan Unilever,1010,Axis Direct,"May 05, 2017 04:19 PM",2017-05-05 04:19:00,"May 05, 2017 04:19 PM",#N/A,MoneyControl
1234,Buy,Ujjivan Financial Services,470,Axis Direct,"May 05, 2017 04:14 PM",2017-05-05 04:14:00,"May 05, 2017 04:14 PM",#N/A,MoneyControl
1235,Buy,Hindalco Industries,246,Axis Direct,"May 05, 2017 03:43 PM",2017-05-05 03:43:00,"May 05, 2017 03:43 PM",#N/A,MoneyControl
1236,Buy,Zensar Technologies,1000,Axis Direct,"May 05, 2017 03:38 PM",2017-05-05 03:38:00,"May 05, 2017 03:38 PM",#N/A,MoneyControl
1237,Buy,Intellect Design Arena,233,HDFC Securities,"May 04, 2017 05:55 PM",2017-05-04 05:55:00,"May 04, 2017 05:55 PM",#N/A,MoneyControl
1238,Buy,Alembic Pharma,675,HDFC Securities,"May 04, 2017 05:54 PM",2017-05-04 05:54:00,"May 04, 2017 05:54 PM",#N/A,MoneyControl
1239,Buy,Bharat Forge,1218,Axis Direct,"May 04, 2017 04:32 PM",2017-05-04 04:32:00,"May 04, 2017 04:32 PM",#N/A,MoneyControl
1240,Buy,Marico,337,Edelweiss,"May 04, 2017 05:45 PM",2017-05-04 05:45:00,"May 04, 2017 05:45 PM",#N/A,MoneyControl
1241,Buy,Ashok Leyland,109,Axis Direct,"May 04, 2017 04:26 PM",2017-05-04 04:26:00,"May 04, 2017 04:26 PM",#N/A,MoneyControl
1242,Buy,Ajanta Pharma,2028,Motilal Oswal,"May 04, 2017 03:46 PM",2017-05-04 03:46:00,"May 04, 2017 03:46 PM",#N/A,MoneyControl
1243,Buy,Reliance Industries,1600,Axis Direct,"May 04, 2017 03:45 PM",2017-05-04 03:45:00,"May 04, 2017 03:45 PM",#N/A,MoneyControl
1244,Buy,ICICI Bank,365,Motilal Oswal,"May 04, 2017 03:42 PM",2017-05-04 03:42:00,"May 04, 2017 03:42 PM",#N/A,MoneyControl
1245,Buy,Shriram City Union Finance,2689,Motilal Oswal,"May 04, 2017 03:40 PM",2017-05-04 03:40:00,"May 04, 2017 03:40 PM",#N/A,MoneyControl
1246,Buy,JK Tyres and Industries,215,ICICI Direct,"May 04, 2017 03:38 PM",2017-05-04 03:38:00,"May 04, 2017 03:38 PM",#N/A,MoneyControl
1247,Buy,Infibeam Incorporation,1461,KR Choksey,"May 04, 2017 03:36 PM",2017-05-04 03:36:00,"May 04, 2017 03:36 PM",#N/A,MoneyControl
1248,Buy,Bharat Financial Inclusion,894,Edelweiss,"May 03, 2017 05:43 PM",2017-05-03 05:43:00,"May 03, 2017 05:43 PM",#N/A,MoneyControl
1249,Buy,Coromandel International,393,Edelweiss,"May 03, 2017 05:25 PM",2017-05-03 05:25:00,"May 03, 2017 05:25 PM",#N/A,MoneyControl
1250,Sell,Inox Leisure,240,Motilal Oswal,"May 03, 2017 04:38 PM",2017-05-03 04:38:00,"May 03, 2017 04:38 PM",#N/A,MoneyControl
1251,Buy,Coal India,335,Motilal Oswal,"May 03, 2017 04:31 PM",2017-05-03 04:31:00,"May 03, 2017 04:31 PM",#N/A,MoneyControl
1252,Buy,JSW Energy,88,Motilal Oswal,"May 03, 2017 03:54 PM",2017-05-03 03:54:00,"May 03, 2017 03:54 PM",#N/A,MoneyControl
1253,Buy,Supreme Industries,1285,ICICI Direct,"May 03, 2017 03:53 PM",2017-05-03 03:53:00,"May 03, 2017 03:53 PM",#N/A,MoneyControl
1254,Buy,Ambuja Cement,280,ICICI Direct,"May 03, 2017 03:52 PM",2017-05-03 03:52:00,"May 03, 2017 03:52 PM",#N/A,MoneyControl
1255,Buy,Mahindra CIE Automotive,280,ICICI Direct,"May 03, 2017 03:52 PM",2017-05-03 03:52:00,"May 03, 2017 03:52 PM",#N/A,MoneyControl
1256,Buy,Jammu & Kashmir Bank,95,ICICI Direct,"May 03, 2017 03:51 PM",2017-05-03 03:51:00,"May 03, 2017 03:51 PM",#N/A,MoneyControl
1257,Buy,UPL,1015,KR Choksey,"May 03, 2017 01:44 PM",2017-05-03 01:44:00,"May 03, 2017 01:44 PM",#N/A,MoneyControl
1258,Buy,Astra Microwave,175,Edelweiss,"May 03, 2017 01:49 PM",2017-05-03 01:49:00,"May 03, 2017 01:49 PM",#N/A,MoneyControl
1259,Sell,Dabur India,292,Dolat Capital,"May 03, 2017 11:30 AM",2017-05-03 11:30:00,"May 03, 2017 11:30 AM",#N/A,MoneyControl
1260,Buy,National Fertilizers,111,Investment Imperative,"May 02, 2017 05:34 PM",2017-05-02 05:34:00,"May 02, 2017 05:34 PM",#N/A,MoneyControl
1261,Buy,Indusind Bank,1630,Axis Direct,"May 02, 2017 05:32 PM",2017-05-02 05:32:00,"May 02, 2017 05:32 PM",#N/A,MoneyControl
1262,Buy,Yes Bank,1840,Axis Direct,"May 02, 2017 05:29 PM",2017-05-02 05:29:00,"May 02, 2017 05:29 PM",#N/A,MoneyControl
1263,Buy,KPIT Technologies,165,Systematix,"May 02, 2017 05:12 PM",2017-05-02 05:12:00,"May 02, 2017 05:12 PM",#N/A,MoneyControl
1264,Buy,CEAT,1741,Motilal Oswal,"May 02, 2017 04:54 PM",2017-05-02 04:54:00,"May 02, 2017 04:54 PM",#N/A,MoneyControl
1265,Sell,Biocon,900,Motilal Oswal,"May 02, 2017 04:50 PM",2017-05-02 04:50:00,"May 02, 2017 04:50 PM",#N/A,MoneyControl
1266,Buy,Federal Bank,125,Motilal Oswal,"May 02, 2017 04:49 PM",2017-05-02 04:49:00,"May 02, 2017 04:49 PM",#N/A,MoneyControl
1267,Buy,Ambuja Cements,283,Motilal Oswal,"May 02, 2017 04:48 PM",2017-05-02 04:48:00,"May 02, 2017 04:48 PM",#N/A,MoneyControl
1268,Buy,Transport Corporation India,280,Geojit Financial Services,"May 02, 2017 04:46 PM",2017-05-02 04:46:00,"May 02, 2017 04:46 PM",#N/A,MoneyControl
1269,Buy,Reliance Industries,1584,Geojit Financial Services,"May 02, 2017 04:38 PM",2017-05-02 04:38:00,"May 02, 2017 04:38 PM",#N/A,MoneyControl
1270,Buy,Federal Bank,130,ICICI Direct,"May 02, 2017 04:35 PM",2017-05-02 04:35:00,"May 02, 2017 04:35 PM",#N/A,MoneyControl
1271,Buy,Reliance Capital,740,ICICI Direct,"May 02, 2017 04:32 PM",2017-05-02 04:32:00,"May 02, 2017 04:32 PM",#N/A,MoneyControl
1272,Buy,Maruti Suzuki,7200,ICICI Direct,"May 02, 2017 04:22 PM",2017-05-02 04:22:00,"May 02, 2017 04:22 PM",#N/A,MoneyControl
1273,Buy,KSB Pumps,800,ICICI Direct,"May 02, 2017 04:19 PM",2017-05-02 04:19:00,"May 02, 2017 04:19 PM",#N/A,MoneyControl
1274,Buy,Maruti Suzuki,7070,HDFC Securities,"May 02, 2017 03:10 PM",2017-05-02 03:10:00,"May 02, 2017 03:10 PM",#N/A,MoneyControl
1275,Buy,Sterlite Technologies,175,ICICI Direct,"April 28, 2017 04:54 PM",2017-04-28 04:54:00,"April 28, 2017 04:54 PM",#N/A,MoneyControl
1276,Buy,Shriram Transport Finance,1334,Edelweiss,"April 28, 2017 05:05 PM",2017-04-28 05:05:00,"April 28, 2017 05:05 PM",#N/A,MoneyControl
1277,Sell,Zensar Technologies,750,Dolat Capital,"April 28, 2017 04:39 PM",2017-04-28 04:39:00,"April 28, 2017 04:39 PM",#N/A,MoneyControl
1278,Buy,Zensar Technologies,1020,Motilal Oswal,"April 28, 2017 04:31 PM",2017-04-28 04:31:00,"April 28, 2017 04:31 PM",#N/A,MoneyControl
1279,Buy,Kotak Mahindra Bank,1050,Motilal Oswal,"April 28, 2017 04:17 PM",2017-04-28 04:17:00,"April 28, 2017 04:17 PM",#N/A,MoneyControl
1280,Buy,Shriram Transport Finance,1269,Motilal Oswal,"April 28, 2017 04:14 PM",2017-04-28 04:14:00,"April 28, 2017 04:14 PM",#N/A,MoneyControl
1281,Buy,Maruti Suzuki,7319,Motilal Oswal,"April 28, 2017 04:02 PM",2017-04-28 04:02:00,"April 28, 2017 04:02 PM",#N/A,MoneyControl
1282,Buy,TVS Motor Company,581,Motilal Oswal,"April 28, 2017 03:59 PM",2017-04-28 03:59:00,"April 28, 2017 03:59 PM",#N/A,MoneyControl
1283,Buy,Welspun India,102,Edelweiss,"April 28, 2017 03:58 PM",2017-04-28 03:58:00,"April 28, 2017 03:58 PM",#N/A,MoneyControl
1284,Buy,Maruti Suzuki India,6928,Edelweiss,"April 28, 2017 03:55 PM",2017-04-28 03:55:00,"April 28, 2017 03:55 PM",#N/A,MoneyControl
1285,Buy,Axis Bank,560,Edelweiss,"April 28, 2017 03:45 PM",2017-04-28 03:45:00,"April 28, 2017 03:45 PM",#N/A,MoneyControl
1286,Buy,Zensar Technologies,1023,HDFC Securities,"April 28, 2017 01:58 PM",2017-04-28 01:58:00,"April 28, 2017 01:58 PM",#N/A,MoneyControl
1287,Sell,LIC Housing Finance,600,HDFC Securities,"April 28, 2017 01:22 PM",2017-04-28 01:22:00,"April 28, 2017 01:22 PM",#N/A,MoneyControl
1288,Buy,Can Fin Homes,2900,Axis Direct,"April 28, 2017 01:17 PM",2017-04-28 01:17:00,"April 28, 2017 01:17 PM",#N/A,MoneyControl
1289,Buy,Persistent Systems,700,ICICI Direct,"April 27, 2017 04:43 PM",2017-04-27 04:43:00,"April 27, 2017 04:43 PM",#N/A,MoneyControl
1290,Buy,Persistent Systems,828,KR Choksey,"April 27, 2017 04:40 PM",2017-04-27 04:40:00,"April 27, 2017 04:40 PM",#N/A,MoneyControl
1291,Buy,Indiabulls Housing Finance,1150,Edelweiss,"April 26, 2017 05:17 PM",2017-04-26 05:17:00,"April 26, 2017 05:17 PM",#N/A,MoneyControl
1292,Buy,Ultratech Cement,4422,Edelweiss,"April 26, 2017 05:07 PM",2017-04-26 05:07:00,"April 26, 2017 05:07 PM",#N/A,MoneyControl
1293,Buy,Persistent Systems,723,Edelweiss,"April 26, 2017 04:59 PM",2017-04-26 04:59:00,"April 26, 2017 04:59 PM",#N/A,MoneyControl
1294,Buy,LIC Housing Finance,784,Edelweiss,"April 26, 2017 04:57 PM",2017-04-26 04:57:00,"April 26, 2017 04:57 PM",#N/A,MoneyControl
1295,Buy,Wipro,554,Edelweiss,"April 26, 2017 04:53 PM",2017-04-26 04:53:00,"April 26, 2017 04:53 PM",#N/A,MoneyControl
1296,Buy,Indiabulls Housing Finance,1227,Motilal Oswal,"April 26, 2017 04:28 PM",2017-04-26 04:28:00,"April 26, 2017 04:28 PM",#N/A,MoneyControl
1297,Buy,Ultratech Cement,4928,Motilal Oswal,"April 26, 2017 04:26 PM",2017-04-26 04:26:00,"April 26, 2017 04:26 PM",#N/A,MoneyControl
1298,Buy,Mahindra Financial Services,400,Motilal Oswal,"April 26, 2017 04:13 PM",2017-04-26 04:13:00,"April 26, 2017 04:13 PM",#N/A,MoneyControl
1299,Buy,Indian Bank,360,Motilal Oswal,"April 26, 2017 04:12 PM",2017-04-26 04:12:00,"April 26, 2017 04:12 PM",#N/A,MoneyControl
1300,Buy,Persistent Systems,700,Motilal Oswal,"April 26, 2017 04:09 PM",2017-04-26 04:09:00,"April 26, 2017 04:09 PM",#N/A,MoneyControl
1301,Buy,UltraTech Cement,4750,ICICI Direct,"April 26, 2017 04:08 PM",2017-04-26 04:08:00,"April 26, 2017 04:08 PM",#N/A,MoneyControl
1302,Buy,Rallis India,300,ICICI Direct,"April 26, 2017 04:06 PM",2017-04-26 04:06:00,"April 26, 2017 04:06 PM",#N/A,MoneyControl
1303,Sell,ACC,1552,Karvy Stock Broking,"April 26, 2017 11:18 AM",2017-04-26 11:18:00,"April 26, 2017 11:18 AM",#N/A,MoneyControl
1304,Sell,ACC,1300,HDFC Securities,"April 26, 2017 11:09 AM",2017-04-26 11:09:00,"April 26, 2017 11:09 AM",#N/A,MoneyControl
1305,Buy,Hindustan Zinc,300,ICICI Direct,"April 26, 2017 11:06 AM",2017-04-26 11:06:00,"April 26, 2017 11:06 AM",#N/A,MoneyControl
1306,Buy,Fortis Healthcare,250,Motilal Oswal,"April 25, 2017 05:12 PM",2017-04-25 05:12:00,"April 25, 2017 05:12 PM",#N/A,MoneyControl
1307,Buy,ACC,1850,ICICI Direct,"April 25, 2017 05:11 PM",2017-04-25 05:11:00,"April 25, 2017 05:11 PM",#N/A,MoneyControl
1308,Buy,HDFC Bank,1700,ICICI Direct,"April 25, 2017 05:05 PM",2017-04-25 05:05:00,"April 25, 2017 05:05 PM",#N/A,MoneyControl
1309,Buy,HDFC Bank,1790,Motilal Oswal,"April 25, 2017 04:52 PM",2017-04-25 04:52:00,"April 25, 2017 04:52 PM",#N/A,MoneyControl
1310,Buy,Ashok Leyland,98,Motilal Oswal,"April 25, 2017 04:49 PM",2017-04-25 04:49:00,"April 25, 2017 04:49 PM",#N/A,MoneyControl
1311,Buy,ACC,1685,Edelweiss,"April 25, 2017 04:43 PM",2017-04-25 04:43:00,"April 25, 2017 04:43 PM",#N/A,MoneyControl
1312,Buy,Vedanta,288,Edelweiss,"April 25, 2017 04:41 PM",2017-04-25 04:41:00,"April 25, 2017 04:41 PM",#N/A,MoneyControl
1313,Buy,Ashok Leyland,125,Edelweiss,"April 25, 2017 04:37 PM",2017-04-25 04:37:00,"April 25, 2017 04:37 PM",#N/A,MoneyControl
1314,Buy,UltraTech Cement,4320,Sandeep Wagle,"April 24, 2017 02:54 PM",2017-04-24 02:54:00,"April 24, 2017 02:54 PM",#N/A,MoneyControl
1315,Buy,Cyient,605,Edelweiss,"April 21, 2017 03:27 PM",2017-04-21 03:27:00,"April 21, 2017 03:27 PM",#N/A,MoneyControl
1316,Buy,Hindustan Zinc,337,Edelweiss,"April 21, 2017 03:23 PM",2017-04-21 03:23:00,"April 21, 2017 03:23 PM",#N/A,MoneyControl
1317,Buy,Force Motors,5350,HDFC Securities,"April 21, 2017 03:17 PM",2017-04-21 03:17:00,"April 21, 2017 03:17 PM",#N/A,MoneyControl
1318,Buy,Cyient,620,Motilal Oswal,"April 21, 2017 03:32 PM",2017-04-21 03:32:00,"April 21, 2017 03:32 PM",#N/A,MoneyControl
1319,Buy,IndusInd Bank,1570,ICICI Direct,"April 21, 2017 01:37 PM",2017-04-21 01:37:00,"April 21, 2017 01:37 PM",#N/A,MoneyControl
1320,Buy,DCB Bank,220,Nirmal Bang,"April 21, 2017 01:32 PM",2017-04-21 01:32:00,"April 21, 2017 01:32 PM",#N/A,MoneyControl
1321,Buy,IndusInd Bank,1550,HDFC Securities,"April 21, 2017 01:29 PM",2017-04-21 01:29:00,"April 21, 2017 01:29 PM",#N/A,MoneyControl
1322,Sell,Hindustan Zinc,235,Motilal Oswal,"April 21, 2017 01:26 PM",2017-04-21 01:26:00,"April 21, 2017 01:26 PM",#N/A,MoneyControl
1323,Buy,Indusind Bank,1700,Motilal Oswal,"April 21, 2017 12:22 PM",2017-04-21 12:22:00,"April 21, 2017 12:22 PM",#N/A,MoneyControl
1324,Buy,Indusind Bank,1560,Edelweiss,"April 21, 2017 12:01 PM",2017-04-21 12:01:00,"April 21, 2017 12:01 PM",#N/A,MoneyControl
1325,Buy,Yes Bank,2110,Motilal Oswal,"April 21, 2017 11:58 AM",2017-04-21 11:58:00,"April 21, 2017 11:58 AM",#N/A,MoneyControl
1326,Sell,Gujarat Gas,735,Motilal Oswal,"April 20, 2017 05:29 PM",2017-04-20 05:29:00,"April 20, 2017 05:29 PM",#N/A,MoneyControl
1327,Buy,DCB Bank,197,HDFC Securities,"April 20, 2017 04:46 PM",2017-04-20 04:46:00,"April 20, 2017 04:46 PM",#N/A,MoneyControl
1328,Buy,NCC,115,ICICI Direct,"April 20, 2017 04:35 PM",2017-04-20 04:35:00,"April 20, 2017 04:35 PM",#N/A,MoneyControl
1329,Buy,Coal India,335,Motilal Oswal,"April 20, 2017 05:01 PM",2017-04-20 05:01:00,"April 20, 2017 05:01 PM",#N/A,MoneyControl
1330,Buy,Taj GVK Hotels,195,ICICI Direct,"April 20, 2017 04:33 PM",2017-04-20 04:33:00,"April 20, 2017 04:33 PM",#N/A,MoneyControl
1331,Buy,Interglobe Aviation,1210,HDFC Securities,"April 20, 2017 04:30 PM",2017-04-20 04:30:00,"April 20, 2017 04:30 PM",#N/A,MoneyControl
1332,Buy,HDFC Bank,1500,Mitessh Thakkar,"April 20, 2017 10:59 AM",2017-04-20 10:59:00,"April 20, 2017 10:59 AM",#N/A,MoneyControl
1333,Buy,Infosys,1200,Motilal Oswal,"April 19, 2017 02:02 PM",2017-04-19 02:02:00,"April 19, 2017 02:02 PM",#N/A,MoneyControl
1334,Buy,Infosys,1060,ICICI Direct,"April 19, 2017 02:00 PM",2017-04-19 02:00:00,"April 19, 2017 02:00 PM",#N/A,MoneyControl
1335,Buy,State Bank of India,335,ICICI Direct,"April 19, 2017 01:56 PM",2017-04-19 01:56:00,"April 19, 2017 01:56 PM",#N/A,MoneyControl
1336,Buy,Bharat Financial Inclusion,910,Dynamic Levels,"April 19, 2017 01:54 PM",2017-04-19 01:54:00,"April 19, 2017 01:54 PM",#N/A,MoneyControl
1337,Buy,Navneet Education,204,ICICI Direct,"April 19, 2017 01:27 PM",2017-04-19 01:27:00,"April 19, 2017 01:27 PM",#N/A,MoneyControl
1338,Buy,East India Hotels,150,ICICI Direct,"April 19, 2017 12:46 PM",2017-04-19 12:46:00,"April 19, 2017 12:46 PM",#N/A,MoneyControl
1339,Buy,GAIL,440,ICICI Direct,"April 19, 2017 12:44 PM",2017-04-19 12:44:00,"April 19, 2017 12:44 PM",#N/A,MoneyControl
1340,Buy,Wabco India,7000,ICICI Direct,"April 19, 2017 12:36 PM",2017-04-19 12:36:00,"April 19, 2017 12:36 PM",#N/A,MoneyControl
1341,Buy,Ajanta Pharma,2028,Motilal Oswal,"April 19, 2017 12:30 PM",2017-04-19 12:30:00,"April 19, 2017 12:30 PM",#N/A,MoneyControl
1342,Buy,Federal Bank,110,ICICI Direct,"April 19, 2017 12:28 PM",2017-04-19 12:28:00,"April 19, 2017 12:28 PM",#N/A,MoneyControl
1343,Sell,Coal India,261,Investment Imperative,"April 18, 2017 12:09 PM",2017-04-18 12:09:00,"April 18, 2017 12:09 PM",#N/A,MoneyControl
1344,Buy,Ceat,1779,Edelweiss,"April 13, 2017 01:30 PM",2017-04-13 01:30:00,"April 13, 2017 01:30 PM",#N/A,MoneyControl
1345,Buy,Phoenix Mills,528,Axis Direct,"April 13, 2017 01:34 PM",2017-04-13 01:34:00,"April 13, 2017 01:34 PM",#N/A,MoneyControl
1346,Buy,Ashok Leyland,125,Edelweiss,"April 11, 2017 01:07 PM",2017-04-11 01:07:00,"April 11, 2017 01:07 PM",#N/A,MoneyControl
1347,Buy,Engineers India,190,Way2wealth,"April 11, 2017 01:04 PM",2017-04-11 01:04:00,"April 11, 2017 01:04 PM",#N/A,MoneyControl
1348,Buy,Westlife Development,260,Axis Direct,"April 11, 2017 01:24 PM",2017-04-11 01:24:00,"April 11, 2017 01:24 PM",#N/A,MoneyControl
1349,Buy,Minda Corp,142,KR Choksey,"April 11, 2017 11:20 AM",2017-04-11 11:20:00,"April 11, 2017 11:20 AM",#N/A,MoneyControl
1350,Buy,Bharat Electronics,200,Edelweiss,"April 11, 2017 11:16 AM",2017-04-11 11:16:00,"April 11, 2017 11:16 AM",#N/A,MoneyControl
1351,Buy,Yes Bank,2110,Motilal Oswal,"April 11, 2017 11:13 AM",2017-04-11 11:13:00,"April 11, 2017 11:13 AM",#N/A,MoneyControl
1352,Buy,Info Edge India,1000,Motilal Oswal,"April 11, 2017 11:10 AM",2017-04-11 11:10:00,"April 11, 2017 11:10 AM",#N/A,MoneyControl
1353,Buy,Dewan Housing Finance,500,Motilal Oswal,"April 10, 2017 06:06 PM",2017-04-10 06:06:00,"April 10, 2017 06:06 PM",#N/A,MoneyControl
1354,Sell,Dish TV,93,Chandan Taparia,"April 10, 2017 10:43 AM",2017-04-10 10:43:00,"April 10, 2017 10:43 AM",#N/A,MoneyControl
1355,Buy,Avenue Supermart on dip,850,Gujral,"April 08, 2017 02:19 PM",2017-04-08 02:19:00,"April 08, 2017 02:19 PM",#N/A,MoneyControl
1356,Buy,Suzlon Energy,31,KR Choksey,"April 05, 2017 04:50 PM",2017-04-05 04:50:00,"April 05, 2017 04:50 PM",#N/A,MoneyControl
1357,Buy,Rallis India,300,ICICI Direct,"April 05, 2017 04:42 PM",2017-04-05 04:42:00,"April 05, 2017 04:42 PM",#N/A,MoneyControl
1358,Buy,Sintex Industries,191,Way2 Wealth,"April 05, 2017 10:34 AM",2017-04-05 10:34:00,"April 05, 2017 10:34 AM",#N/A,MoneyControl
1359,Buy,Oriental Carbon,1125,ICICI Direct,"March 31, 2017 04:10 PM",2017-03-31 04:10:00,"March 31, 2017 04:10 PM",#N/A,MoneyControl
1360,Buy,Emmbi Industries,180,ICICI Direct,"March 31, 2017 04:06 PM",2017-03-31 04:06:00,"March 31, 2017 04:06 PM",#N/A,MoneyControl
1361,Buy,Power Finance Corporation,190,Edelweiss,"March 31, 2017 03:53 PM",2017-03-31 03:53:00,"March 31, 2017 03:53 PM",#N/A,MoneyControl
1362,Buy,Karnataka Bank,170,Centrum,"March 31, 2017 03:41 PM",2017-03-31 03:41:00,"March 31, 2017 03:41 PM",#N/A,MoneyControl
1363,Buy,Hero Motocorp,3841,Axis Direct,"March 31, 2017 03:19 PM",2017-03-31 03:19:00,"March 31, 2017 03:19 PM",#N/A,MoneyControl
1364,Buy,Navneet Education,210,Motilal Oswal,"March 31, 2017 03:15 PM",2017-03-31 03:15:00,"March 31, 2017 03:15 PM",#N/A,MoneyControl
1365,Buy,Aditya Birla Fashion on dips,180,Vijay Chopra,"March 30, 2017 03:06 PM",2017-03-30 03:06:00,"March 30, 2017 03:06 PM",#N/A,MoneyControl
1366,Buy,Mahindra & Mahindra,1545,Edelweiss,"March 29, 2017 04:42 PM",2017-03-29 04:42:00,"March 29, 2017 04:42 PM",#N/A,MoneyControl
1367,Buy,KEC International,245,Edelweiss,"March 29, 2017 04:40 PM",2017-03-29 04:40:00,"March 29, 2017 04:40 PM",#N/A,MoneyControl
1368,Buy,Phillips Carbon Black,415,ICICI Direct,"March 29, 2017 04:39 PM",2017-03-29 04:39:00,"March 29, 2017 04:39 PM",#N/A,MoneyControl
1369,Buy,Cholamandalam Investment and Finance,1075,Axis Direct,"March 29, 2017 04:49 PM",2017-03-29 04:49:00,"March 29, 2017 04:49 PM",#N/A,MoneyControl
1370,Buy,L G Balakrishnan & Bros,703,Geojit Financial Services,"March 29, 2017 04:37 PM",2017-03-29 04:37:00,"March 29, 2017 04:37 PM",#N/A,MoneyControl
1371,Buy,Mahindra & Mahindra,1546,Motilal Oswal,"March 24, 2017 04:14 PM",2017-03-24 04:14:00,"March 24, 2017 04:14 PM",#N/A,MoneyControl
1372,Buy,Hindustan Zinc,335,Edelweiss,"March 24, 2017 04:12 PM",2017-03-24 04:12:00,"March 24, 2017 04:12 PM",#N/A,MoneyControl
1373,Buy,Indiabulls Housing Finance,975,Krish Subramanyam,"March 24, 2017 02:12 PM",2017-03-24 02:12:00,"March 24, 2017 02:12 PM",#N/A,MoneyControl
1374,Buy,State Bank Of India,320,Axis Direct,"March 22, 2017 03:21 PM",2017-03-22 03:21:00,"March 22, 2017 03:21 PM",#N/A,MoneyControl
1375,Buy,Marico,335,Motilal Oswal,"March 22, 2017 03:18 PM",2017-03-22 03:18:00,"March 22, 2017 03:18 PM",#N/A,MoneyControl
1376,Buy,HCL Technologies,950,ICICI Direct,"March 22, 2017 02:58 PM",2017-03-22 02:58:00,"March 22, 2017 02:58 PM",#N/A,MoneyControl
1377,Buy,Reliance Capital,754,Edelweiss,"March 21, 2017 03:26 PM",2017-03-21 03:26:00,"March 21, 2017 03:26 PM",#N/A,MoneyControl
1378,Buy,Sagar Cements,972,KR Choksey,"March 21, 2017 03:23 PM",2017-03-21 03:23:00,"March 21, 2017 03:23 PM",#N/A,MoneyControl
1379,Buy,GAIL India,431,Edelweiss,"March 21, 2017 03:21 PM",2017-03-21 03:21:00,"March 21, 2017 03:21 PM",#N/A,MoneyControl
1380,Buy,Dalmia Bharat,2415,Axis Direct,"March 20, 2017 04:14 PM",2017-03-20 04:14:00,"March 20, 2017 04:14 PM",#N/A,MoneyControl
1381,Buy,Bata India,580,Axis Direct,"March 20, 2017 04:12 PM",2017-03-20 04:12:00,"March 20, 2017 04:12 PM",#N/A,MoneyControl
1382,Buy,D-Link,171,CD Equisearch,"March 20, 2017 04:10 PM",2017-03-20 04:10:00,"March 20, 2017 04:10 PM",#N/A,MoneyControl
1383,Buy,Colgate,1170,Motilal Oswal,"March 20, 2017 04:09 PM",2017-03-20 04:09:00,"March 20, 2017 04:09 PM",#N/A,MoneyControl
1384,Buy,Ujjivan Financial Services,550,Axis Direct,"March 20, 2017 04:06 PM",2017-03-20 04:06:00,"March 20, 2017 04:06 PM",#N/A,MoneyControl
1385,Buy,Suprajit Engineering,238,Axis Direct,"March 20, 2017 04:02 PM",2017-03-20 04:02:00,"March 20, 2017 04:02 PM",#N/A,MoneyControl
1386,Buy,Va Tech Wabag,760,Motilal Oswal,"March 20, 2017 03:59 PM",2017-03-20 03:59:00,"March 20, 2017 03:59 PM",#N/A,MoneyControl
1387,Buy,Banco Products,233,Geojit Financial Services,"March 20, 2017 03:57 PM",2017-03-20 03:57:00,"March 20, 2017 03:57 PM",#N/A,MoneyControl
1388,Buy,Ujjivan Financial Services,520,Geojit Financial Services,"March 20, 2017 03:55 PM",2017-03-20 03:55:00,"March 20, 2017 03:55 PM",#N/A,MoneyControl
1389,Buy,Engineers India,182,ICICI Direct,"March 20, 2017 01:27 PM",2017-03-20 01:27:00,"March 20, 2017 01:27 PM",#N/A,MoneyControl
1390,Buy,Tech Mahindra,650,Sandeep Wagle,"March 17, 2017 03:23 PM",2017-03-17 03:23:00,"March 17, 2017 03:23 PM",#N/A,MoneyControl
1391,Buy,Dish TV,113,Mitessh Thakkar,"March 09, 2017 12:07 PM",2017-03-09 12:07:00,"March 09, 2017 12:07 PM",#N/A,MoneyControl
1392,Buy,Inox winds,246,KR Choksey,"March 08, 2017 04:14 PM",2017-03-08 04:14:00,"March 08, 2017 04:14 PM",#N/A,MoneyControl
