,Call_Buy-Sell,Cmp_Name,Target_Price,Analyst_or_Cmp,Call_Time,Call_Time_normal,Call_Time_secs,Stop_Loss,From_Site
78,Buy,Equitas Holdings,220,Edelweiss,"November 29, 2017 05:46 PM",2017-11-29 05:46:00,"November 29, 2017 05:46 PM",#N/A,MoneyControl
79,Buy,NTPC,211,Motilal Oswal,"November 28, 2017 05:57 PM",2017-11-28 05:57:00,"November 28, 2017 05:57 PM",#N/A,MoneyControl
80,Buy,Quess Corp,1170,Motilal Oswal,"November 28, 2017 05:55 PM",2017-11-28 05:55:00,"November 28, 2017 05:55 PM",#N/A,MoneyControl
81,Buy,Karnataka Bank,195,Axis Direct,"November 28, 2017 05:53 PM",2017-11-28 05:53:00,"November 28, 2017 05:53 PM",#N/A,MoneyControl
82,Buy,Alkem Laboratories,2500,Motilal Oswal,"November 28, 2017 05:50 PM",2017-11-28 05:50:00,"November 28, 2017 05:50 PM",#N/A,MoneyControl
83,Buy,Tata Motors,500,ICICI Direct,"November 28, 2017 05:59 PM",2017-11-28 05:59:00,"November 28, 2017 05:59 PM",#N/A,MoneyControl
84,Buy,PC Jeweller,490,Motilal Oswal,"November 28, 2017 05:49 PM",2017-11-28 05:49:00,"November 28, 2017 05:49 PM",#N/A,MoneyControl
85,Buy,Bajaj Auto,4197,Motilal Oswal,"November 28, 2017 05:46 PM",2017-11-28 05:46:00,"November 28, 2017 05:46 PM",#N/A,MoneyControl
86,Buy,Whirlpool of India,1760,Edelweiss,"November 28, 2017 05:32 PM",2017-11-28 05:32:00,"November 28, 2017 05:32 PM",#N/A,MoneyControl
87,Buy,Brigade Enterprises,345,Edelweiss,"November 28, 2017 05:29 PM",2017-11-28 05:29:00,"November 28, 2017 05:29 PM",#N/A,MoneyControl
88,Buy,Sterlite Technologies Ltd,346,GEPL Capital,"November 28, 2017 05:28 PM",2017-11-28 05:28:00,"November 28, 2017 05:28 PM",#N/A,MoneyControl
89,Buy,Future Retail,628,Edelweiss,"November 28, 2017 05:26 PM",2017-11-28 05:26:00,"November 28, 2017 05:26 PM",#N/A,MoneyControl
90,Buy,Somany Ceramics,900,Edelweiss,"November 28, 2017 05:24 PM",2017-11-28 05:24:00,"November 28, 2017 05:24 PM",#N/A,MoneyControl
91,Buy,State Bank of India,390,ICICI Direct,"November 28, 2017 05:22 PM",2017-11-28 05:22:00,"November 28, 2017 05:22 PM",#N/A,MoneyControl
92,Buy,Siyaram Silk Mills,655,ICICI Direct,"November 28, 2017 05:21 PM",2017-11-28 05:21:00,"November 28, 2017 05:21 PM",#N/A,MoneyControl
93,Buy,Dilip Buildcon,1227,Axis Direct,"November 27, 2017 05:59 PM",2017-11-27 05:59:00,"November 27, 2017 05:59 PM",#N/A,MoneyControl
94,Buy,Navkar Corporation,205,Axis Direct,"November 27, 2017 05:56 PM",2017-11-27 05:56:00,"November 27, 2017 05:56 PM",#N/A,MoneyControl
95,Buy,Cadila Healthcare,500,Axis Direct,"November 27, 2017 05:48 PM",2017-11-27 05:48:00,"November 27, 2017 05:48 PM",#N/A,MoneyControl
96,Buy,EID Parry,520,Axis Direct,"November 27, 2017 06:06 PM",2017-11-27 06:06:00,"November 27, 2017 06:06 PM",#N/A,MoneyControl
97,Buy,JK Cement,1220,Axis Direct,"November 27, 2017 05:46 PM",2017-11-27 05:46:00,"November 27, 2017 05:46 PM",#N/A,MoneyControl
98,Buy,Apollo Hospitals,1349,Axis Direct,"November 27, 2017 05:42 PM",2017-11-27 05:42:00,"November 27, 2017 05:42 PM",#N/A,MoneyControl
99,Buy,Suprajit Engineering,315,Axis Direct,"November 27, 2017 05:36 PM",2017-11-27 05:36:00,"November 27, 2017 05:36 PM",#N/A,MoneyControl
100,Buy,NTPC,197,Axis Direct,"November 27, 2017 05:33 PM",2017-11-27 05:33:00,"November 27, 2017 05:33 PM",#N/A,MoneyControl
101,Buy,Jagran Prakashan,190,Axis Direct,"November 27, 2017 05:30 PM",2017-11-27 05:30:00,"November 27, 2017 05:30 PM",#N/A,MoneyControl
102,Buy,Gateway Distriparks,280,Axis Direct,"November 27, 2017 05:24 PM",2017-11-27 05:24:00,"November 27, 2017 05:24 PM",#N/A,MoneyControl
103,Buy,Alkem Laboratories,2150,Axis Direct,"November 27, 2017 05:22 PM",2017-11-27 05:22:00,"November 27, 2017 05:22 PM",#N/A,MoneyControl
104,Buy,JK Cements,1260,Cholamandalam Securities,"November 27, 2017 05:15 PM",2017-11-27 05:15:00,"November 27, 2017 05:15 PM",#N/A,MoneyControl
105,Buy,Amara Raja Batteries,908,Cholamandalam Securities,"November 27, 2017 05:01 PM",2017-11-27 05:01:00,"November 27, 2017 05:01 PM",#N/A,MoneyControl
106,Buy,Pfizer,2300,Centrum,"November 27, 2017 04:32 PM",2017-11-27 04:32:00,"November 27, 2017 04:32 PM",#N/A,MoneyControl
107,Buy,Marico,368,Bonanza,"November 27, 2017 03:56 PM",2017-11-27 03:56:00,"November 27, 2017 03:56 PM",#N/A,MoneyControl
108,Buy,PNB Housing Finance,1736,Bonanza,"November 27, 2017 03:29 PM",2017-11-27 03:29:00,"November 27, 2017 03:29 PM",#N/A,MoneyControl
109,Buy,Gujarat Narmada Valley,600,Joindre Capital,"November 24, 2017 06:16 PM",2017-11-24 06:16:00,"November 24, 2017 06:16 PM",#N/A,MoneyControl
110,Buy,Bank of Baroda,208,Geojit,"November 24, 2017 06:13 PM",2017-11-24 06:13:00,"November 24, 2017 06:13 PM",#N/A,MoneyControl
111,Buy,Birla Corp,1455,HDFC Securities,"November 23, 2017 03:45 PM",2017-11-23 03:45:00,"November 23, 2017 03:45 PM",#N/A,MoneyControl
112,Buy,Sun Pharmaceutical Industries,579,Khambatta Securities,"November 23, 2017 03:45 PM",2017-11-23 03:45:00,"November 23, 2017 03:45 PM",#N/A,MoneyControl
113,Buy,Aurobindo Pharma,904,Khambatta Securities,"November 23, 2017 03:45 PM",2017-11-23 03:45:00,"November 23, 2017 03:45 PM",#N/A,MoneyControl
114,Buy,Rajoo Engineers,48,Khambatta Securities,"November 23, 2017 03:45 PM",2017-11-23 03:45:00,"November 23, 2017 03:45 PM",#N/A,MoneyControl
115,Buy,IOL Chemicals,118,Joindre Capital Services,"November 23, 2017 03:45 PM",2017-11-23 03:45:00,"November 23, 2017 03:45 PM",#N/A,MoneyControl
116,Buy,Rama Steel Tubes,235,Joindre Capital Services,"November 23, 2017 03:45 PM",2017-11-23 03:45:00,"November 23, 2017 03:45 PM",#N/A,MoneyControl
117,Buy,State Bank of India,373,HDFC Securities,"November 23, 2017 03:45 PM",2017-11-23 03:45:00,"November 23, 2017 03:45 PM",#N/A,MoneyControl
118,Buy,BLS International Services,300,HDFC Securities,"November 23, 2017 03:45 PM",2017-11-23 03:45:00,"November 23, 2017 03:45 PM",#N/A,MoneyControl
119,Buy,DLF,236,HDFC Securities,"November 23, 2017 03:45 PM",2017-11-23 03:45:00,"November 23, 2017 03:45 PM",#N/A,MoneyControl
120,Buy,Granules India,170,HDFC Securities,"November 23, 2017 03:45 PM",2017-11-23 03:45:00,"November 23, 2017 03:45 PM",#N/A,MoneyControl
121,Buy,SML Isuzu,1225,HDFC Securities,"November 23, 2017 03:45 PM",2017-11-23 03:45:00,"November 23, 2017 03:45 PM",#N/A,MoneyControl
122,Buy,Snowman Logistics Ltd,76,GEPL Capital,"November 22, 2017 06:20 PM",2017-11-22 06:20:00,"November 22, 2017 06:20 PM",#N/A,MoneyControl
123,Buy,Deccan Cements,670,Centrum,"November 22, 2017 04:36 PM",2017-11-22 04:36:00,"November 22, 2017 04:36 PM",#N/A,MoneyControl
124,Buy,Dilip Buildcon,1261,Dolat Capital,"November 22, 2017 04:32 PM",2017-11-22 04:32:00,"November 22, 2017 04:32 PM",#N/A,MoneyControl
125,Buy,Orient Refractories,185,Centrum,"November 22, 2017 04:50 PM",2017-11-22 04:50:00,"November 22, 2017 04:50 PM",#N/A,MoneyControl
126,Buy,ITC,300,Shahina Mukadam,"November 22, 2017 03:48 PM",2017-11-22 03:48:00,"November 22, 2017 03:48 PM",#N/A,MoneyControl
127,Buy,Strides Shasun,1200,HDFC Securities,"November 21, 2017 06:22 PM",2017-11-21 06:22:00,"November 21, 2017 06:22 PM",#N/A,MoneyControl
128,Buy,Larsen and Toubro,1580,JM Financial,"November 21, 2017 06:20 PM",2017-11-21 06:20:00,"November 21, 2017 06:20 PM",#N/A,MoneyControl
129,Buy,Techno Electric,435,JM Financial,"November 21, 2017 06:18 PM",2017-11-21 06:18:00,"November 21, 2017 06:18 PM",#N/A,MoneyControl
130,Buy,JK Lakshmi Cement,520,JM Financial,"November 21, 2017 06:16 PM",2017-11-21 06:16:00,"November 21, 2017 06:16 PM",#N/A,MoneyControl
131,Buy,NTPC,225,JM Financial,"November 21, 2017 06:13 PM",2017-11-21 06:13:00,"November 21, 2017 06:13 PM",#N/A,MoneyControl
132,Sell,Carborundum Universal,318,Kotak Securities,"November 17, 2017 05:44 PM",2017-11-17 05:44:00,"November 17, 2017 05:44 PM",#N/A,MoneyControl
133,Buy,Maharashtra Seamless,560,Kotak Securities,"November 17, 2017 05:42 PM",2017-11-17 05:42:00,"November 17, 2017 05:42 PM",#N/A,MoneyControl
134,Buy,IRB Infrastructure,271,Kotak Securities,"November 17, 2017 05:37 PM",2017-11-17 05:37:00,"November 17, 2017 05:37 PM",#N/A,MoneyControl
135,Buy,Shree Cement,21913,Kotak Securities,"November 17, 2017 05:35 PM",2017-11-17 05:35:00,"November 17, 2017 05:35 PM",#N/A,MoneyControl
136,Buy,Sundaram Finance,2030,Centrum Research,"November 16, 2017 05:35 PM",2017-11-16 05:35:00,"November 16, 2017 05:35 PM",#N/A,MoneyControl
137,Buy,Ramco Cements,790,Centrum,"November 16, 2017 05:13 PM",2017-11-16 05:13:00,"November 16, 2017 05:13 PM",#N/A,MoneyControl
138,Buy,Hindalco,315,Centrum,"November 16, 2017 05:10 PM",2017-11-16 05:10:00,"November 16, 2017 05:10 PM",#N/A,MoneyControl
139,Buy,Cipla,700,Centrum,"November 16, 2017 05:03 PM",2017-11-16 05:03:00,"November 16, 2017 05:03 PM",#N/A,MoneyControl
140,Buy,DB Corp,445,Centrum,"November 16, 2017 04:55 PM",2017-11-16 04:55:00,"November 16, 2017 04:55 PM",#N/A,MoneyControl
141,Sell,Shree Cement,13400,Centrum,"November 16, 2017 04:20 PM",2017-11-16 04:20:00,"November 16, 2017 04:20 PM",#N/A,MoneyControl
142,Buy,India Grid Trust,105,Axis Direct,"November 16, 2017 04:12 PM",2017-11-16 04:12:00,"November 16, 2017 04:12 PM",#N/A,MoneyControl
143,Buy,Tech Mahindra,550,Axis Direct,"November 16, 2017 04:09 PM",2017-11-16 04:09:00,"November 16, 2017 04:09 PM",#N/A,MoneyControl
144,Buy,Petronet LNG,310,ICICI Direct,"November 15, 2017 04:51 PM",2017-11-15 04:51:00,"November 15, 2017 04:51 PM",#N/A,MoneyControl
145,Buy,NRB Bearings,170,ICICI Direct,"November 15, 2017 04:42 PM",2017-11-15 04:42:00,"November 15, 2017 04:42 PM",#N/A,MoneyControl
146,Buy,Thermax,1050,ICICI Direct,"November 15, 2017 04:26 PM",2017-11-15 04:26:00,"November 15, 2017 04:26 PM",#N/A,MoneyControl
147,Buy,City Union Bank,180,ICICI Direct,"November 15, 2017 04:22 PM",2017-11-15 04:22:00,"November 15, 2017 04:22 PM",#N/A,MoneyControl
148,Buy,Majesco,725,ICICI Direct,"November 15, 2017 04:09 PM",2017-11-15 04:09:00,"November 15, 2017 04:09 PM",#N/A,MoneyControl
149,Buy,Greenply Industries,360,ICICI Direct,"November 15, 2017 04:01 PM",2017-11-15 04:01:00,"November 15, 2017 04:01 PM",#N/A,MoneyControl
150,Buy,Natco Pharma,1150,Axis Direct,"November 15, 2017 03:53 PM",2017-11-15 03:53:00,"November 15, 2017 03:53 PM",#N/A,MoneyControl
151,Buy,Tata Power,95,Axis Direct,"November 15, 2017 03:44 PM",2017-11-15 03:44:00,"November 15, 2017 03:44 PM",#N/A,MoneyControl
152,Buy,Power Grid Corporation of India,252,Edelweiss,"November 14, 2017 05:06 PM",2017-11-14 05:06:00,"November 14, 2017 05:06 PM",#N/A,MoneyControl
153,Buy,Rural Electrification Corporation,231,Edelweiss,"November 14, 2017 05:02 PM",2017-11-14 05:02:00,"November 14, 2017 05:02 PM",#N/A,MoneyControl
154,Buy,Torrent Pharmaceuticals,1390,Edelweiss,"November 14, 2017 04:51 PM",2017-11-14 04:51:00,"November 14, 2017 04:51 PM",#N/A,MoneyControl
155,Buy,Coal India,335,Motilal Oswal,"November 14, 2017 04:13 PM",2017-11-14 04:13:00,"November 14, 2017 04:13 PM",#N/A,MoneyControl
156,Buy,Vedanta,394,Motilal Oswal,"November 14, 2017 04:05 PM",2017-11-14 04:05:00,"November 14, 2017 04:05 PM",#N/A,MoneyControl
157,Buy,Shriram City Union Finance,2650,Motilal Oswal,"November 14, 2017 04:02 PM",2017-11-14 04:02:00,"November 14, 2017 04:02 PM",#N/A,MoneyControl
158,Buy,Tata Power,96,Edelweiss,"November 14, 2017 04:19 PM",2017-11-14 04:19:00,"November 14, 2017 04:19 PM",#N/A,MoneyControl
159,Buy,Punjab National Bank,250,Motilal Oswal,"November 14, 2017 03:51 PM",2017-11-14 03:51:00,"November 14, 2017 03:51 PM",#N/A,MoneyControl
160,Buy,Hexaware Technologies,315,HDFC Securities,"November 13, 2017 05:59 PM",2017-11-13 05:59:00,"November 13, 2017 05:59 PM",#N/A,MoneyControl
161,Buy,Hero MotoCorp,4360,HDFC Securities,"November 13, 2017 05:58 PM",2017-11-13 05:58:00,"November 13, 2017 05:58 PM",#N/A,MoneyControl
162,Sell,eClerx Services,1085,HDFC Securities,"November 13, 2017 05:53 PM",2017-11-13 05:53:00,"November 13, 2017 05:53 PM",#N/A,MoneyControl
163,Buy,Capital First,952,Cholamandalam securities,"November 13, 2017 05:49 PM",2017-11-13 05:49:00,"November 13, 2017 05:49 PM",#N/A,MoneyControl
164,Buy,Apcotex Industries,598,KR Choksey,"November 13, 2017 05:47 PM",2017-11-13 05:47:00,"November 13, 2017 05:47 PM",#N/A,MoneyControl
165,Buy,Petronet LNG,480,KR Choksey,"November 13, 2017 05:42 PM",2017-11-13 05:42:00,"November 13, 2017 05:42 PM",#N/A,MoneyControl
166,Buy,Mahanagar Gas,1400,KR Choksey,"November 13, 2017 05:38 PM",2017-11-13 05:38:00,"November 13, 2017 05:38 PM",#N/A,MoneyControl
167,Buy,Entertainment Network,810,Dolat Capital,"November 13, 2017 04:17 PM",2017-11-13 04:17:00,"November 13, 2017 04:17 PM",#N/A,MoneyControl
168,Buy,Engineers India,212,Kotak Securities,"November 13, 2017 04:15 PM",2017-11-13 04:15:00,"November 13, 2017 04:15 PM",#N/A,MoneyControl
169,Buy,Dr.Reddy’s Laboratories,3450,Dolat Capital,"November 13, 2017 04:15 PM",2017-11-13 04:15:00,"November 13, 2017 04:15 PM",#N/A,MoneyControl
170,Buy,Linde India,566,Dalmia Securities,"November 13, 2017 04:15 PM",2017-11-13 04:15:00,"November 13, 2017 04:15 PM",#N/A,MoneyControl
